,Id,y
0,10000,-66.00242349023151
1,10001,451.40650440115513
2,10002,-461.6764170602991
3,10003,40.501208753723475
4,10004,-126.74472245403688
5,10005,-342.5345518192515
6,10006,-396.55554211358947
7,10007,335.54127907908753
8,10008,-99.51242087062344
9,10009,304.8125398062762
10,10010,68.89453048978558
11,10011,412.3691954559071
12,10012,54.94237102476811
13,10013,-17.00555075477987
14,10014,-597.8499575722617
15,10015,443.50228878641497
16,10016,144.77448697804292
17,10017,-57.41116367253664
18,10018,134.38782757746074
19,10019,-108.98377598910854
20,10020,153.8248284250667
21,10021,611.7359836022024
22,10022,588.389650338422
23,10023,-131.0167999580199
24,10024,-61.13562114122971
25,10025,-374.2484953169724
26,10026,74.15799307965382
27,10027,137.4383787361045
28,10028,420.08661179679086
29,10029,196.7656257134427
30,10030,268.4428498005316
31,10031,638.4749102511091
32,10032,127.37873138691982
33,10033,1.3491187583997306
34,10034,22.71045317740784
35,10035,342.2395345225648
36,10036,307.70396697417175
37,10037,348.1382087009401
38,10038,-168.6528613073546
39,10039,-20.221130904617137
40,10040,-551.7499275731114
41,10041,-429.97180406674016
42,10042,261.89195870674416
43,10043,389.8204261292213
44,10044,-96.16562227356556
45,10045,-210.71080125632398
46,10046,278.8818687840111
47,10047,-427.45330103104925
48,10048,-172.90325291756741
49,10049,467.2643783557859
50,10050,-631.558735587439
51,10051,-355.53165933817843
52,10052,143.17327553860383
53,10053,69.19920259894232
54,10054,275.58827397672525
55,10055,-263.1886122041021
56,10056,167.4983072324125
57,10057,104.57789589014253
58,10058,230.07008661007538
59,10059,20.988026644576856
60,10060,-4.8225812625012425
61,10061,-201.9229408106375
62,10062,560.0639265657702
63,10063,55.28847625244914
64,10064,671.3015746918346
65,10065,-493.7487382852288
66,10066,-279.353036732592
67,10067,-53.71252761314784
68,10068,379.6981955009758
69,10069,315.07141085798156
70,10070,169.1300173261433
71,10071,-271.5993032690112
72,10072,783.8022226750345
73,10073,44.57731151554865
74,10074,57.40678005457715
75,10075,-161.07827414306828
76,10076,-220.66957847885723
77,10077,223.24129442929203
78,10078,352.6655955437545
79,10079,13.163291366265504
80,10080,-461.9941469857308
81,10081,305.3721466914237
82,10082,-230.59656173861117
83,10083,359.0744432425439
84,10084,-430.26056337592127
85,10085,-115.54882205546181
86,10086,-88.96006387867335
87,10087,-488.2901898080421
88,10088,-139.35033854713495
89,10089,57.33880810852729
90,10090,-190.33624272166404
91,10091,-6.508092914824928
92,10092,189.29107774701862
93,10093,346.60367818565544
94,10094,871.6273206485898
95,10095,-147.01353738653853
96,10096,443.48993777942957
97,10097,-30.498432974437026
98,10098,185.4634575344591
99,10099,-119.91717151732793
100,10100,43.57523800180731
101,10101,58.318571552244215
102,10102,-197.15246829839737
103,10103,-70.47160678841199
104,10104,-342.8460532886678
105,10105,-29.233589873717058
106,10106,49.52292929610343
107,10107,-16.246144137913262
108,10108,33.77506926160664
109,10109,-68.88307748324155
110,10110,25.863399493696846
111,10111,-617.314284271696
112,10112,-185.90441301194838
113,10113,323.7831061093865
114,10114,-35.66219572212826
115,10115,-733.529771161384
116,10116,-240.73856264736102
117,10117,-381.97314662424867
118,10118,75.319944621695
119,10119,36.61032645911739
120,10120,-28.75627022502336
121,10121,-481.1606279685883
122,10122,408.8502304229886
123,10123,-765.0217471991641
124,10124,178.07269651637068
125,10125,-7.649879385673181
126,10126,134.79684623375977
127,10127,-477.4585142128705
128,10128,-248.70625301323605
129,10129,-361.88465722386377
130,10130,-18.755611748553928
131,10131,7.795604374434688
132,10132,-109.10598972538364
133,10133,-63.07374524219426
134,10134,591.823183734916
135,10135,259.61263369662754
136,10136,-279.8658320087677
137,10137,93.22535940051833
138,10138,-427.2873154191351
139,10139,84.38656633089846
140,10140,-311.54463064415575
141,10141,11.419268612561511
142,10142,-297.831468423585
143,10143,-331.92897096864334
144,10144,656.0132305257306
145,10145,-476.66268136505397
146,10146,361.1940451337745
147,10147,-150.18526861192245
148,10148,299.9467190243239
149,10149,-191.72143219270797
150,10150,151.94999511612025
151,10151,-64.67275781576383
152,10152,351.24486163063375
153,10153,-370.63644575627274
154,10154,349.22498178611113
155,10155,273.52460961680157
156,10156,783.1971843196876
157,10157,-124.23788973574068
158,10158,-155.22004432990795
159,10159,-506.95564938641024
160,10160,201.69321238561577
161,10161,-415.1740571596367
162,10162,-348.16510516956436
163,10163,-201.95224108681
164,10164,-658.9504470533371
165,10165,179.34640168171526
166,10166,124.06925816168729
167,10167,-209.1502535520176
168,10168,213.70513477400561
169,10169,-82.11721023808919
170,10170,-97.11026989726899
171,10171,124.26800574648041
172,10172,50.289915657143204
173,10173,538.7439592813373
174,10174,630.0175345543373
175,10175,217.25927782654446
176,10176,-491.7337413267081
177,10177,-131.14175113883283
178,10178,362.39302241729496
179,10179,-14.36303805540834
180,10180,-30.261757361676185
181,10181,-107.32358076729929
182,10182,-334.0625929296722
183,10183,299.5063996464329
184,10184,-103.47221484505363
185,10185,179.820499467194
186,10186,122.20070887900691
187,10187,86.58037161690613
188,10188,386.4825605669922
189,10189,-613.3611745045827
190,10190,-269.81638738346305
191,10191,260.73145126228576
192,10192,-44.62016128042733
193,10193,-159.1571757641689
194,10194,-145.24559879357548
195,10195,447.2282148760018
196,10196,476.3569859695943
197,10197,121.79421345327268
198,10198,-1.5356790561068159
199,10199,410.7440965387813
200,10200,90.82809979964716
201,10201,150.07336956845137
202,10202,24.033652961546583
203,10203,273.88663405363104
204,10204,-154.52926038025058
205,10205,42.58890150706573
206,10206,617.3417063168565
207,10207,38.93936076143006
208,10208,-91.43610119490393
209,10209,225.35327477391183
210,10210,151.05827577085705
211,10211,-86.91664773646002
212,10212,-101.71788958007346
213,10213,161.93776502605468
214,10214,357.87041410354595
215,10215,32.1459781865546
216,10216,-379.1453992002924
217,10217,-165.94213222367134
218,10218,257.4539216945412
219,10219,-124.83850779184108
220,10220,47.08451472299197
221,10221,-67.05065138980184
222,10222,287.1733441341636
223,10223,836.2674277701632
224,10224,-78.73329260205618
225,10225,-293.0092291521939
226,10226,284.916326462256
227,10227,377.95143200822787
228,10228,-473.9426195897232
229,10229,-538.8094549766041
230,10230,-372.9047504031867
231,10231,-83.37700889968724
232,10232,157.4620595191132
233,10233,167.5029145615104
234,10234,-105.69040574319672
235,10235,561.1616879176283
236,10236,-149.3553189574678
237,10237,196.9668051235222
238,10238,-33.81991172757946
239,10239,5.1994198823371525
240,10240,-121.70842296063238
241,10241,53.47357981737868
242,10242,531.2918938411251
243,10243,-157.60262258937595
244,10244,-183.77196239261275
245,10245,643.8322464256626
246,10246,17.78030601012921
247,10247,-92.07939719460303
248,10248,485.49316460507464
249,10249,-221.2365786079392
250,10250,490.60650504846166
251,10251,-43.677159154250575
252,10252,139.9332298711762
253,10253,207.50447442761103
254,10254,17.092647024360566
255,10255,-396.47203316053
256,10256,-168.30166761529145
257,10257,-75.59324100124414
258,10258,-292.07350780076933
259,10259,-59.37366534663324
260,10260,247.36904706438432
261,10261,206.8311275818566
262,10262,17.462464464080224
263,10263,-181.81148500656926
264,10264,300.1761509454864
265,10265,-567.6387247955889
266,10266,311.59327285263566
267,10267,-9.929511835491848
268,10268,161.4078230454778
269,10269,272.3855992297235
270,10270,55.12245741942553
271,10271,-15.278267412198066
272,10272,286.4023019429026
273,10273,387.88861194347436
274,10274,-148.57888863638658
275,10275,171.95235244839586
276,10276,-411.57059222267924
277,10277,213.8025382707525
278,10278,133.93002437371746
279,10279,-99.0171775012418
280,10280,-162.41724224558232
281,10281,-39.07419011347888
282,10282,-295.1584521832393
283,10283,141.32481354359604
284,10284,163.0598300533456
285,10285,-55.455401462417825
286,10286,-145.74067609352159
287,10287,16.350462436354636
288,10288,-364.2985584828289
289,10289,558.6630187376736
290,10290,40.05066121900707
291,10291,67.6373450429702
292,10292,559.8400846554662
293,10293,469.806947157416
294,10294,-149.4998010545294
295,10295,-328.82278669969634
296,10296,425.7713170466744
297,10297,85.50466241179502
298,10298,-166.91553705584911
299,10299,-662.2984070393502
300,10300,50.280391653003626
301,10301,-11.355718332961695
302,10302,-451.81126444953054
303,10303,78.67283313413128
304,10304,-386.818799917357
305,10305,-273.22738305237164
306,10306,352.01504544002216
307,10307,-263.84804091810224
308,10308,-214.73022299361173
309,10309,-84.8811548973843
310,10310,745.8832791254231
311,10311,-418.9751084522742
312,10312,739.1991251661954
313,10313,-469.07742635294784
314,10314,481.8298448656716
315,10315,363.20797478744095
316,10316,-270.2530418207194
317,10317,-399.592124716132
318,10318,234.45728030706434
319,10319,-38.7346935703266
320,10320,238.36874871850736
321,10321,28.69744199018252
322,10322,238.23095785965288
323,10323,-130.00744030000143
324,10324,-681.2945617788504
325,10325,61.58065295954257
326,10326,-444.9298506709593
327,10327,-14.71320839284043
328,10328,680.4767823428571
329,10329,288.7326064937643
330,10330,839.970490155672
331,10331,416.6574765191792
332,10332,167.35603728915683
333,10333,-86.77953786706875
334,10334,332.76996760043687
335,10335,-201.33443093425424
336,10336,-43.6250829878418
337,10337,-107.90237779609735
338,10338,-284.0357380251704
339,10339,232.60855717832624
340,10340,237.83315171539994
341,10341,74.39980567720313
342,10342,255.5177040636462
343,10343,-168.6496192856103
344,10344,68.56334601629011
345,10345,-365.4419817252605
346,10346,189.70649886094574
347,10347,-369.8332497667094
348,10348,-250.90024390237795
349,10349,76.31355019623228
350,10350,-344.9455092337755
351,10351,-187.4233932681258
352,10352,482.16975698252224
353,10353,125.75266972886011
354,10354,450.6919437521853
355,10355,216.1761901820823
356,10356,34.34193571930491
357,10357,57.511455961215475
358,10358,-211.41949894712698
359,10359,49.762491809493284
360,10360,76.11104020758465
361,10361,-29.19625449044084
362,10362,33.04895852873733
363,10363,364.56271216310023
364,10364,234.48280987315124
365,10365,-21.79655485908963
366,10366,-476.93787704779965
367,10367,43.56765899304706
368,10368,-310.9572136651693
369,10369,-46.941116226037536
370,10370,181.1955810713357
371,10371,-214.96242982007203
372,10372,-80.22706031522128
373,10373,841.2082291657371
374,10374,102.35678708586975
375,10375,37.29773804688173
376,10376,77.3981827596014
377,10377,435.79452149369234
378,10378,111.39479265155744
379,10379,-128.82922415387534
380,10380,573.0501210583959
381,10381,48.60246807791138
382,10382,-68.55414659218837
383,10383,56.68162450583008
384,10384,-360.30993199944066
385,10385,131.9019228345043
386,10386,-264.5258976334307
387,10387,-378.79324972499245
388,10388,-190.09929259976633
389,10389,862.9152130409616
390,10390,159.57649666231075
391,10391,514.0204635801459
392,10392,61.38766780340711
393,10393,720.8758958326582
394,10394,-450.9767310398025
395,10395,105.89444211999763
396,10396,-27.532603044002833
397,10397,-23.435561966769974
398,10398,331.2059982949462
399,10399,-156.02456394824117
400,10400,0.9477018385606962
401,10401,17.23240516532002
402,10402,143.23908417021283
403,10403,53.22645139074652
404,10404,41.01334926979428
405,10405,-129.39255146834725
406,10406,430.9165210459301
407,10407,-427.9096196573574
408,10408,49.11400485209155
409,10409,-221.6475803891873
410,10410,-313.7597121868503
411,10411,115.24452244707008
412,10412,96.10097204453564
413,10413,-399.9159849424212
414,10414,-8.411407923562887
415,10415,733.1841324374687
416,10416,-332.4267664916508
417,10417,83.67612042194312
418,10418,339.79274865544295
419,10419,-35.11570131451426
420,10420,38.20433543387804
421,10421,-606.1984890559313
422,10422,194.27285338946163
423,10423,155.03155116158263
424,10424,-111.25647787348375
425,10425,-63.33937163651612
426,10426,403.9358187289644
427,10427,690.9194303358599
428,10428,75.78129943644971
429,10429,-340.3154065235762
430,10430,-195.7615954269783
431,10431,40.44513870875594
432,10432,-137.65418796029303
433,10433,-95.6747965895447
434,10434,290.8435378725027
435,10435,568.4646813472789
436,10436,351.21865075407476
437,10437,194.71516658168233
438,10438,-312.1508420871942
439,10439,-518.310786872448
440,10440,-80.75158048061286
441,10441,-109.9105383057846
442,10442,491.4108364751961
443,10443,371.485144860494
444,10444,343.8566446684355
445,10445,114.60785397368436
446,10446,-315.20442190988274
447,10447,83.10396509307091
448,10448,-82.59915101774045
449,10449,-182.21902722527565
450,10450,-294.91729245130495
451,10451,-294.21055531487
452,10452,611.5470417356521
