id,x0,x1,x2,x3,x4,x5,x6,x7
0,16857.0,524.9385864758364,0.4452559920992043,-6.330155077268605,-147.72748617472863,73.35071756515995,7505.680258816287,5380.327767323865
1,8308.0,332.3070183926299,-0.07835343325700966,-1.9492575590791863,-236.45043822659198,49.51855792060549,-650.9603234992363,2452.0875785363605
2,8255.0,905.3505206555678,0.6729139169631391,-1.899773694056326,-474.1037405873663,122.52541617035313,5554.904384530713,15012.477607718232
3,8770.0,994.1623087552497,0.01655349984455704,-8.183659481109007,-651.2003459409872,175.25520612301327,145.17419363676527,30714.38727321987
4,8125.0,529.2327407575548,-1.1405928337535025,-4.62256198526,-476.42980695178386,90.56598473722526,-9267.316774247209,8202.197591423319
5,8512.0,386.1719702310675,-0.29829240855742367,-2.387505253781277,-224.9572441033275,46.51935526448551,-2539.0649816407904,2164.050414223416
6,8413.0,855.9449673593361,0.6764776823966485,-7.049345614332346,-436.46767496552764,128.9555141641725,5691.206742003004,16629.524633346096
7,8114.0,726.6053568932555,-0.06546347269139455,-5.176405054478515,-689.9734678119398,138.939516107178,-531.1706174179753,19304.189136096775
8,16216.0,794.777625335059,0.4232599987264305,-2.469374043417111,-334.98594960362357,97.1824824920425,6863.584139347797,9444.434903316145
9,3665.0,545.4562293224009,1.5065073358171088,-4.065712697290804,-272.0191196188728,86.50483724045228,5521.349385769704,7483.086865997139
10,8461.0,681.1684086538012,1.1065264768625156,-0.7655979311786395,-208.77365507535106,89.32856341127471,9362.320520733745,7979.592241122128
11,7982.0,281.8714842502512,-0.2945259409841145,4.954329160514879,-718.9292667969302,101.63140442865277,-2350.906060935202,10328.942366140383
12,8157.0,562.1783180750903,0.07512138379773825,-1.8558309082589832,-355.873874002946,71.51292510775214,612.765127638151,5114.098457466966
13,9774.0,1417.0118518193024,1.0113466088607612,-9.260859181339354,-355.81977472122367,186.83771474163737,9884.901755005081,34908.33164987746
14,8296.0,759.507477932305,0.4895175846054837,-2.945935404316667,-694.2874888368871,120.1693751123551,4061.037881887093,14440.678714893907
15,8123.0,2689.615888652786,0.4482662078800629,-1.3489349659881493,-1206.4658829628293,184.09220915559942,3641.266406609751,33889.94147178897
16,4116.0,210.51790050772678,0.12072496973499162,1.3784096536412853,-118.4539565393158,31.020298325036038,496.9039754292255,962.2589081742335
17,8497.0,999.1385191640094,0.18480585081593984,-4.932791979537664,-645.39001155583,186.43695167623883,1570.2953143830407,34758.73695032821
18,8236.0,455.77641161204633,-1.3365252921646569,3.9616389137308783,-1073.1365290401332,152.15006127589479,-11007.622306268115,23149.641146258535
19,3451.0,783.0285405001015,1.1339760899958502,-4.494643524210051,-287.1673923876446,114.80641160100285,3913.351486575679,13180.512144698881
20,8490.0,592.8737901883027,-0.374929442980342,3.7611946082550505,-920.9718554359561,135.31637530883438,-3183.1509709031034,18310.521426721323
21,8031.0,720.1537323568834,0.39647053731929516,-7.046210343850354,-291.2805124420841,105.72424540961748,3184.0548852112593,11177.616067433024
22,8303.0,645.5261785695017,0.9022245070569456,-3.5073264412752607,-225.1853840620248,94.31951915627832,7491.1700820938195,8896.171693871553
23,12668.0,954.9699657026282,1.2431155845539856,-10.002153288269518,-287.11624169833954,136.93073855014302,15747.788225129889,18750.027159887624
24,8722.0,648.3894525283442,0.46845612805574566,-3.2397342060059144,-237.6366533474122,84.73334094130104,4085.8743489022136,7179.739067074763
25,8591.0,599.8632771896192,0.2498695206506848,-2.386651894574592,-369.90405215189594,79.47098716366678,2146.629051910033,6315.637800767689
26,9563.0,727.3962666991839,0.7467494178903793,-2.171113924327539,-244.07141970276373,83.02098736131235,7141.164683285698,6892.484342447186
27,8484.0,981.8222025458659,1.065423487555128,-4.579953841875149,-413.76102403679,144.5261905123663,9039.052868417706,20887.8197440168
28,6085.0,855.4710393210623,0.22935915589156836,-6.410198246758371,-413.48655621930027,134.1975796266221,1395.6504636001935,18008.99037764358
29,2923.0,740.7211901452489,0.400395394863128,-8.644493651210537,-636.8037133470956,145.3948152182784,1170.355739184923,21139.65229235732
30,7811.0,1354.5222014399872,0.7176676026039519,-11.627594371532096,-1421.0589178668781,242.4448731053377,5605.701643939468,58779.516495063304
31,7984.0,600.1473068990788,1.1907021963679452,-5.464790639158729,-327.4026252022236,93.67838346838029,9506.566335801674,8775.639529248905
32,8643.0,700.8037760433044,0.35015378919236917,-7.782049456562102,-207.76527671536198,101.93909353549748,3026.3791999896466,10391.578790838905
33,16736.0,559.632915578404,0.1350156460812782,-7.9110792829511825,-551.4843399588061,91.64189462858923,2259.6218528162717,8398.236851117452
34,8148.0,795.6507007163785,0.5407983831717232,3.017128069849826,-521.339589554932,133.41870615827708,4406.425226083201,17800.551152948683
35,8607.0,392.7223815194872,0.09068856805990394,-3.625548145213086,-443.314140662456,53.85625323317837,780.5565052915932,2900.496012316236
36,8455.0,565.6732598618341,0.13850675563078785,-5.170961422997712,-380.9678229392846,91.98207039906642,1171.0746188583112,8460.701274898809
37,8417.0,1057.4061747885655,0.5976704675411311,-6.765959639431085,-539.2681947644397,142.5002156707222,5030.5923252937,20306.311466202347
38,16015.0,345.0979440347707,0.016180581379287837,-3.068306201714281,-321.89904280298487,46.90488384820431,259.1320107892947,2200.0681288135374
39,8075.0,519.2079285339122,0.14352807114916957,-5.716122881657491,-427.0896525366543,78.77855987975589,1158.9891745295442,6206.0614967282845
40,16682.0,1079.8839225894935,0.8989386813072544,-1.7663103662140427,-427.4252129626297,142.29482058714174,14996.095081567619,20247.81596592686
41,8357.0,863.7833793173282,1.2296690180185825,-3.969191544342553,-325.38941102308803,137.35399752406028,10276.343983581293,18866.120635839554
42,16334.0,285.29688488223036,-1.595599533574799,3.5038527870276566,-1049.6087986224204,138.77418649551984,-26062.522781410767,19258.27483749332
43,8136.0,209.55418898413916,-0.5524866998269928,4.815192920828979,-722.7897265456447,90.85881365452781,-4495.031789792413,8255.324018708208
44,16773.0,779.2094969039723,0.5873384153108673,-6.164394452910011,-557.4612841313267,101.88396531435343,9851.427240009178,10380.342388176372
45,8303.0,1105.596572655907,1.2229654506375487,-1.756622014235132,-533.5952727719599,189.3552821699435,10154.282136643567,35855.422885658925
46,8461.0,214.23807858529963,-0.050435862097490146,-3.8477671868703744,-174.57175022105898,39.17931829419028,-426.73782920686415,1535.0189819974735
47,3508.0,738.1390952563131,-1.0219155163314981,4.618648661568823,-1168.9979440753893,165.3746575975085,-3584.8796312908953,27348.777375493177
48,8255.0,1477.7737018681942,0.5000413680670327,-12.845991031571897,-662.5962064733947,141.46551821356965,4127.8414933933545,20012.492843433804
49,17473.0,1370.484721943864,0.42112160789558273,-0.37017878717297303,-1090.8988082392293,225.19012622441883,7358.257854759517,50710.59294896969
50,8478.0,474.9665134873606,0.7229819311708328,-3.18066475543731,-349.09057575329047,79.00720059561262,6129.4408124663205,6242.1377459553705
51,8541.0,803.6814796937066,1.4589866551983346,-5.623670058253491,-332.3509513796552,111.32105292586138,12461.205022048976,12392.37682452243
52,7857.0,1096.2158191414708,0.46022542741074934,-5.3122646007347685,-1020.7777375141501,127.65897629149185,3615.9911831662575,16296.814227791678
53,8356.0,828.1014779643108,1.2495055398962398,-3.5410903174198163,-352.41907993460364,122.52449785118696,10440.868291372979,15012.252573685519
54,8546.0,1305.3504612241861,1.377817287356147,-3.2292423618120223,-479.08996052228053,167.27740063653346,11774.826537745632,27981.728763715324
55,8216.0,1011.1462701770786,-0.11917817056377926,-1.6352371945715964,-467.83276433411453,113.98487726024068,-979.1678493520104,12992.552244032133
56,8431.0,640.246930634059,0.05527822600763673,-10.709852544647596,-357.61694969944057,110.6899089816972,466.05072347038526,12252.255950376411
57,7912.0,873.0026198085747,0.188887218775046,-4.2345170804797405,-600.5589845124553,147.86261540571897,1494.475674948164,21863.353034619562
